0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,23,22,23,24,25,26,27,28
性別,球員,#,聯盟,球隊,連結,現役,身份,新秀,聯盟身份,位置,身高,體重,生日,學歷,入隊方式,前球隊,class,合約,,剩餘年限,備注,連結,,自由球員,GP,PPG,RPG,APG
women,許玟瑄,17,WSBL,taiyuen,https://wsbl.meetagile.com/player/oldRoster/7012,active,local,2023Rookie,本土,-,177,-,2000/01/17,世新大學,保留名單: 2023-24賽季,,,,,,,,,,,,,
women,史靜茹,18,WSBL,taiyuen,https://wsbl.meetagile.com/player/oldRoster/656,active,local,2020Rookie,本土,-,182,-,1995/11/06,北市大學,保留名單: 2020-21賽季,,,,,,,,,,,,,
women,張琦玟,19,WSBL,taiyuen,https://wsbl.meetagile.com/player/oldRoster/6914,active,local,2023Rookie,本土,-,179,-,2000/03/04,日本 環太平洋大學,2023 WSBL 選秀 - #3 順位,,,,,,,,,,,,,
women,宋佩欣,21,WSBL,taiyuen,https://wsbl.meetagile.com/player/oldRoster/5922,active,taiwanese,2021Rookie,華裔,-,176,-,1998/03/03,NCAA D1 UC Davis,加盟: 2021-22賽季 (新秀),,,,,,,,,,,,,
women,林蝶,22,WSBL,taiyuen,https://wsbl.meetagile.com/player/oldRoster/5779,active,local,2021Rookie,本土,-,179,-,1999/08/02,世新大學,保留名單: 2021-22賽季,,,,,,,,,,,,,
women,蘇嘉嫻,27,WSBL,taiyuen,https://wsbl.meetagile.com/player/oldRoster/5950,active,local,2022Rookie,本土,-,175,-,1999/09/27,世新大學,保留名單: 2022-23賽季,,,,,,,,,,,,,
women,羅培甄,35,WSBL,taiyuen,https://wsbl.meetagile.com/player/oldRoster/658,active,local,2020Rookie,本土,-,175,-,1998/10/11,世新大學,保留名單: 2020-21賽季,,,,,,,,,,,,,
women,彭曉彤,55,WSBL,taiyuen,https://wsbl.meetagile.com/player/oldRoster/589,active,local,,本土,-,170,-,1998/02/19,文化大學,加盟: 2017-18賽季 (新秀),,,,,,,,,,,,,
women,凱拉喬治,3,WSBL,cathay,https://wsbl.meetagile.com/player/oldRoster/7033,,import,,洋將,-,193,-,1989/05/01,-,加盟: 2023-24賽季,,,,,,,,,,,,,
women,霍利維,1,WSBL,cht,https://wsbl.meetagile.com/player/oldRoster/7031,,import,,洋將,-,193,-,1993/10/24,-,加盟: 2023-24賽季,,,,,,,,,,,,,
women,莫里斯,20,WSBL,taiyuen,https://wsbl.meetagile.com/player/oldRoster/7032,,import,,洋將,-,198,-,1998/11/27,-,加盟: 2023-24賽季,,,,,,,,,,,,,
